Restaurants Name,price,category,address,website,rating,total ratings,day,1 AM,1 AM status,2 AM,2 AM status,3 AM,3 AM status,4 AM,4 AM status,5 AM,5 AM status,6 AM,6 AM status,7 AM,7 AM status,8 AM,8 AM status,9 AM,9 AM status,10 AM,10 AM status,11 AM,11 AM status,12 PM,12 PM status,1 PM,1 PM status,2 PM,2 PM status,3 PM,3 PM status,4 PM,4 PM status,5 PM,5 PM status,6 PM,6 PM status,7 PM,7 PM status,8 PM,8 PM stauts,9 PM,9 PM status,10 PM,10 PM status,11 PM,11 PM status,12 AM,12 AM status
Jeremy's Restaurant,N/A,Breakfast restaurant,"3009 Honolulu Ave, Glendale, CA 91214",https://m.facebook.com/Jeremyscoffeeshop/,4.6,238,Wednesday,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,Usually not busy,15,Usually not too busy,29,Usually not too busy,34,Usually not too busy,29,Usually not too busy,20,Usually not too busy,14,Usually not busy,13,Usually not busy,9,Usually not busy,5,Usually not busy,2,Usually not busy,4,Usually not busy,8,Usually not busy,5,Usually not busy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jeremy's Restaurant,N/A,Breakfast restaurant,"3009 Honolulu Ave, Glendale, CA 91214",https://m.facebook.com/Jeremyscoffeeshop/,4.6,238,Thursday,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,Usually not busy,14,Usually not busy,32,Usually not too busy,29,Usually not too busy,15,Usually not too busy,18,Usually not too busy,26,Usually not too busy,20,Usually not too busy,6,Usually not busy,1,Usually not busy,3,Usually not busy,7,Usually not busy,5,Usually not busy,1,Usually not busy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jeremy's Restaurant,N/A,Breakfast restaurant,"3009 Honolulu Ave, Glendale, CA 91214",https://m.facebook.com/Jeremyscoffeeshop/,4.6,238,Friday,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,Usually not busy,9,Usually not busy,27,Usually not too busy,44,Usually a little busy,41,Usually a little busy,22,Usually not too busy,26,Usually not too busy,37,Usually not too busy,12,Usually not busy,N/A,N/A,1,Usually not busy,11,Usually not busy,17,Usually not too busy,5,Usually not busy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jeremy's Restaurant,N/A,Breakfast restaurant,"3009 Honolulu Ave, Glendale, CA 91214",https://m.facebook.com/Jeremyscoffeeshop/,4.6,238,Saturday,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,Usually not busy,32,Usually not too busy,61,Usually as busy as it gets,61,Usually as busy as it gets,50,Usually a little busy,63,Usually as busy as it gets,60,Usually as busy as it gets,25,Usually not too busy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jeremy's Restaurant,N/A,Breakfast restaurant,"3009 Honolulu Ave, Glendale, CA 91214",https://m.facebook.com/Jeremyscoffeeshop/,4.6,238,Sunday,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16,Usually not too busy,53,Usually a little busy,75,Usually as busy as it gets,65,Usually as busy as it gets,56,Usually a little busy,42,Usually a little busy,20,Usually not too busy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wienerschnitzel,$,Fast food restaurant,"3140 Foothill Blvd, La Crescenta-Montrose, CA 91216",http://www.wienerschnitzel.com/location/69-foothill-pennsylvania-la-crescenta-3140-foothill-blvd-la-crescenta-ca-91216/?utm_source=google&utm_medium=profiles&utm_campaign=local_profiles,4.0,206,Monday,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,Usually not busy,23,Usually not too busy,38,Usually not too busy,47,Usually a little busy,44,Usually a little busy,36,Usually not too busy,29,Usually not too busy,32,Usually not too busy,41,Usually a little busy,48,Usually a little busy,44,Usually a little busy,32,Usually not too busy,17,Usually not too busy,7,Usually not busy,N/A,N/A
Wienerschnitzel,$,Fast food restaurant,"3140 Foothill Blvd, La Crescenta-Montrose, CA 91216",http://www.wienerschnitzel.com/location/69-foothill-pennsylvania-la-crescenta-3140-foothill-blvd-la-crescenta-ca-91216/?utm_source=google&utm_medium=profiles&utm_campaign=local_profiles,4.0,206,Tuesday,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,Usually not busy,23,Usually not too busy,36,Usually not too busy,36,Usually not too busy,29,Usually not too busy,30,Usually not too busy,40,Usually a little busy,47,Usually a little busy,40,Usually a little busy,33,Usually not too busy,32,Usually not too busy,30,Usually not too busy,19,Usually not too busy,7,Usually not busy,N/A,N/A
Wienerschnitzel,$,Fast food restaurant,"3140 Foothill Blvd, La Crescenta-Montrose, CA 91216",http://www.wienerschnitzel.com/location/69-foothill-pennsylvania-la-crescenta-3140-foothill-blvd-la-crescenta-ca-91216/?utm_source=google&utm_medium=profiles&utm_campaign=local_profiles,4.0,206,Wednesday,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,Usually not busy,20,Usually not too busy,36,Usually not too busy,40,Usually a little busy,32,Usually not too busy,20,Usually not too busy,18,Usually not too busy,26,Usually not too busy,36,Usually not too busy,43,Usually a little busy,41,Usually a little busy,33,Usually not too busy,20,Usually not too busy,9,Usually not busy,N/A,N/A
Wienerschnitzel,$,Fast food restaurant,"3140 Foothill Blvd, La Crescenta-Montrose, CA 91216",http://www.wienerschnitzel.com/location/69-foothill-pennsylvania-la-crescenta-3140-foothill-blvd-la-crescenta-ca-91216/?utm_source=google&utm_medium=profiles&utm_campaign=local_profiles,4.0,206,Thursday,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,Usually not busy,22,Usually not too busy,35,Usually not too busy,36,Usually not too busy,29,Usually not too busy,25,Usually not too busy,32,Usually not too busy,44,Usually a little busy,50,Usually a little busy,44,Usually a little busy,38,Usually a little busy,33,Usually not too busy,20,Usually not too busy,7,Usually not busy,N/A,N/A
Wienerschnitzel,$,Fast food restaurant,"3140 Foothill Blvd, La Crescenta-Montrose, CA 91216",http://www.wienerschnitzel.com/location/69-foothill-pennsylvania-la-crescenta-3140-foothill-blvd-la-crescenta-ca-91216/?utm_source=google&utm_medium=profiles&utm_campaign=local_profiles,4.0,206,Friday,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,Usually not busy,25,Usually not too busy,46,Usually a little busy,53,Usually a little busy,43,Usually a little busy,35,Usually not too busy,26,Usually not too busy,25,Usually not too busy,41,Usually a little busy,68,Usually as busy as it gets,75,Usually as busy as it gets,50,Usually a little busy,19,Usually not too busy,4,Usually not busy,N/A,N/A
Wienerschnitzel,$,Fast food restaurant,"3140 Foothill Blvd, La Crescenta-Montrose, CA 91216",http://www.wienerschnitzel.com/location/69-foothill-pennsylvania-la-crescenta-3140-foothill-blvd-la-crescenta-ca-91216/?utm_source=google&utm_medium=profiles&utm_campaign=local_profiles,4.0,206,Saturday,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,Usually not busy,18,Usually not too busy,31,Usually not too busy,45,Usually a little busy,55,Usually a little busy,54,Usually a little busy,46,Usually a little busy,37,Usually not too busy,34,Usually not too busy,37,Usually not too busy,42,Usually a little busy,41,Usually a little busy,31,Usually not too busy,18,Usually not too busy,8,Usually not busy,N/A,N/A
Wienerschnitzel,$,Fast food restaurant,"3140 Foothill Blvd, La Crescenta-Montrose, CA 91216",http://www.wienerschnitzel.com/location/69-foothill-pennsylvania-la-crescenta-3140-foothill-blvd-la-crescenta-ca-91216/?utm_source=google&utm_medium=profiles&utm_campaign=local_profiles,4.0,206,Sunday,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18,Usually not too busy,35,Usually not too busy,51,Usually a little busy,62,Usually as busy as it gets,58,Usually a little busy,47,Usually a little busy,38,Usually a little busy,41,Usually a little busy,50,Usually a little busy,53,Usually a little busy,47,Usually a little busy,33,Usually not too busy,18,Usually not too busy,8,Usually not busy,N/A,N/A
Wow Bento & Roll,N/A,Fast food restaurant,"3231 Foothill Blvd # 201, Glendale, CA 91214","https://www.google.com/search?q=restaurants+near+me&npsic=0&rflfq=1&rlha=0&rllag=34217638,-118238355,1702&tbm=lcl&ved=2ahUKEwjs8PKTipPiAhUEKa0KHRsuAK4QjGp6BAgLEFE&tbs=lrf:!2m1!1e2!2m1!1e5!2m1!1e3!3sIAEqAlVT,lf:1,lf_ui:9&rldoc=1#",4.3,32,Monday,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39,Usually a little busy,50,Usually a little busy,50,Usually a little busy,43,Usually a little busy,35,Usually not too busy,32,Usually not too busy,35,Usually not too busy,32,Usually not too busy,25,Usually not too busy,11,Usually not busy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wow Bento & Roll,N/A,Fast food restaurant,"3231 Foothill Blvd # 201, Glendale, CA 91214","https://www.google.com/search?q=restaurants+near+me&npsic=0&rflfq=1&rlha=0&rllag=34217638,-118238355,1702&tbm=lcl&ved=2ahUKEwjs8PKTipPiAhUEKa0KHRsuAK4QjGp6BAgLEFE&tbs=lrf:!2m1!1e2!2m1!1e5!2m1!1e3!3sIAEqAlVT,lf:1,lf_ui:9&rldoc=1#",4.3,32,Tuesday,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39,Usually a little busy,53,Usually a little busy,60,Usually as busy as it gets,50,Usually a little busy,35,Usually not too busy,21,Usually not too busy,32,Usually not too busy,46,Usually a little busy,29,Usually not too busy,3,Usually not busy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wow Bento & Roll,N/A,Fast food restaurant,"3231 Foothill Blvd # 201, Glendale, CA 91214","https://www.google.com/search?q=restaurants+near+me&npsic=0&rflfq=1&rlha=0&rllag=34217638,-118238355,1702&tbm=lcl&ved=2ahUKEwjs8PKTipPiAhUEKa0KHRsuAK4QjGp6BAgLEFE&tbs=lrf:!2m1!1e2!2m1!1e5!2m1!1e3!3sIAEqAlVT,lf:1,lf_ui:9&rldoc=1#",4.3,32,Wednesday,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,53,Usually a little busy,60,Usually as busy as it gets,53,Usually a little busy,43,Usually a little busy,43,Usually a little busy,43,Usually a little busy,43,Usually a little busy,39,Usually a little busy,32,Usually not too busy,25,Usually not too busy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wow Bento & Roll,N/A,Fast food restaurant,"3231 Foothill Blvd # 201, Glendale, CA 91214","https://www.google.com/search?q=restaurants+near+me&npsic=0&rflfq=1&rlha=0&rllag=34217638,-118238355,1702&tbm=lcl&ved=2ahUKEwjs8PKTipPiAhUEKa0KHRsuAK4QjGp6BAgLEFE&tbs=lrf:!2m1!1e2!2m1!1e5!2m1!1e3!3sIAEqAlVT,lf:1,lf_ui:9&rldoc=1#",4.3,32,Thursday,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,60,Usually as busy as it gets,50,Usually a little busy,35,Usually not too busy,35,Usually not too busy,43,Usually a little busy,50,Usually a little busy,46,Usually a little busy,43,Usually a little busy,32,Usually not too busy,21,Usually not too busy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wow Bento & Roll,N/A,Fast food restaurant,"3231 Foothill Blvd # 201, Glendale, CA 91214","https://www.google.com/search?q=restaurants+near+me&npsic=0&rflfq=1&rlha=0&rllag=34217638,-118238355,1702&tbm=lcl&ved=2ahUKEwjs8PKTipPiAhUEKa0KHRsuAK4QjGp6BAgLEFE&tbs=lrf:!2m1!1e2!2m1!1e5!2m1!1e3!3sIAEqAlVT,lf:1,lf_ui:9&rldoc=1#",4.3,32,Friday,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,53,Usually a little busy,71,Usually as busy as it gets,75,Usually as busy as it gets,60,Usually as busy as it gets,50,Usually a little busy,50,Usually a little busy,64,Usually as busy as it gets,64,Usually as busy as it gets,43,Usually a little busy,21,Usually not too busy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wow Bento & Roll,N/A,Fast food restaurant,"3231 Foothill Blvd # 201, Glendale, CA 91214","https://www.google.com/search?q=restaurants+near+me&npsic=0&rflfq=1&rlha=0&rllag=34217638,-118238355,1702&tbm=lcl&ved=2ahUKEwjs8PKTipPiAhUEKa0KHRsuAK4QjGp6BAgLEFE&tbs=lrf:!2m1!1e2!2m1!1e5!2m1!1e3!3sIAEqAlVT,lf:1,lf_ui:9&rldoc=1#",4.3,32,Saturday,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,63,Usually as busy as it gets,75,Usually as busy as it gets,60,Usually as busy as it gets,42,Usually a little busy,35,Usually not too busy,35,Usually not too busy,35,Usually not too busy,28,Usually not too busy,21,Usually not too busy,14,Usually not busy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wow Bento & Roll,N/A,Fast food restaurant,"3231 Foothill Blvd # 201, Glendale, CA 91214","https://www.google.com/search?q=restaurants+near+me&npsic=0&rflfq=1&rlha=0&rllag=34217638,-118238355,1702&tbm=lcl&ved=2ahUKEwjs8PKTipPiAhUEKa0KHRsuAK4QjGp6BAgLEFE&tbs=lrf:!2m1!1e2!2m1!1e5!2m1!1e3!3sIAEqAlVT,lf:1,lf_ui:9&rldoc=1#",4.3,32,Sunday,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Olive Branch Restaurant,$$,Mediterranean restaurant,"3658 Foothill Blvd, Glendale, CA 91214",http://olivebranchfoothillblvd.com/,4.6,102,Monday,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,Usually not busy,10,Usually not busy,15,Usually not too busy,20,Usually not too busy,22,Usually not too busy,23,Usually not too busy,30,Usually not too busy,44,Usually a little busy,46,Usually a little busy,24,Usually not too busy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Olive Branch Restaurant,$$,Mediterranean restaurant,"3658 Foothill Blvd, Glendale, CA 91214",http://olivebranchfoothillblvd.com/,4.6,102,Tuesday,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,Usually not busy,17,Usually not too busy,11,Usually not busy,8,Usually not busy,20,Usually not too busy,22,Usually not too busy,17,Usually not too busy,24,Usually not too busy,24,Usually not too busy,14,Usually not busy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Olive Branch Restaurant,$$,Mediterranean restaurant,"3658 Foothill Blvd, Glendale, CA 91214",http://olivebranchfoothillblvd.com/,4.6,102,Wednesday,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,Usually not busy,17,Usually not too busy,20,Usually not too busy,13,Usually not busy,5,Usually not busy,5,Usually not busy,12,Usually not busy,17,Usually not too busy,17,Usually not too busy,11,Usually not busy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Olive Branch Restaurant,$$,Mediterranean restaurant,"3658 Foothill Blvd, Glendale, CA 91214",http://olivebranchfoothillblvd.com/,4.6,102,Thursday,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,Usually not busy,8,Usually not busy,13,Usually not busy,17,Usually not too busy,20,Usually not too busy,20,Usually not too busy,21,Usually not too busy,28,Usually not too busy,31,Usually not too busy,22,Usually not too busy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Olive Branch Restaurant,$$,Mediterranean restaurant,"3658 Foothill Blvd, Glendale, CA 91214",http://olivebranchfoothillblvd.com/,4.6,102,Friday,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,Usually not busy,11,Usually not busy,13,Usually not busy,13,Usually not busy,13,Usually not busy,21,Usually not too busy,39,Usually a little busy,62,Usually as busy as it gets,75,Usually as busy as it gets,64,Usually as busy as it gets,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Olive Branch Restaurant,$$,Mediterranean restaurant,"3658 Foothill Blvd, Glendale, CA 91214",http://olivebranchfoothillblvd.com/,4.6,102,Saturday,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,Usually not busy,10,Usually not busy,19,Usually not too busy,21,Usually not too busy,18,Usually not too busy,16,Usually not too busy,23,Usually not too busy,36,Usually not too busy,42,Usually a little busy,32,Usually not too busy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Olive Branch Restaurant,$$,Mediterranean restaurant,"3658 Foothill Blvd, Glendale, CA 91214",http://olivebranchfoothillblvd.com/,4.6,102,Sunday,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,Usually not busy,6,Usually not busy,14,Usually not busy,30,Usually not too busy,40,Usually a little busy,32,Usually not too busy,26,Usually not too busy,47,Usually a little busy,58,Usually a little busy,30,Usually not too busy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
El Sol Mexican Restaurant,N/A,Tex-Mex Restaurant,"2901 1/2 Honolulu Ave, Glendale, CA 91214","https://www.google.com/search?q=restaurants+near+me&npsic=0&rflfq=1&rlha=0&rllag=34217638,-118238355,1702&tbm=lcl&ved=2ahUKEwjs8PKTipPiAhUEKa0KHRsuAK4QjGp6BAgLEFE&tbs=lrf:!2m1!1e2!2m1!1e5!2m1!1e3!3sIAEqAlVT,lf:1,lf_ui:9&rldoc=1#",4.5,144,Monday,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,Usually not busy,16,Usually not too busy,11,Usually not busy,5,Usually not busy,9,Usually not busy,23,Usually not too busy,32,Usually not too busy,42,Usually a little busy,53,Usually a little busy,35,Usually not too busy,9,Usually not busy,N/A,N/A,N/A,N/A,N/A,N/A
El Sol Mexican Restaurant,N/A,Tex-Mex Restaurant,"2901 1/2 Honolulu Ave, Glendale, CA 91214","https://www.google.com/search?q=restaurants+near+me&npsic=0&rflfq=1&rlha=0&rllag=34217638,-118238355,1702&tbm=lcl&ved=2ahUKEwjs8PKTipPiAhUEKa0KHRsuAK4QjGp6BAgLEFE&tbs=lrf:!2m1!1e2!2m1!1e5!2m1!1e3!3sIAEqAlVT,lf:1,lf_ui:9&rldoc=1#",4.5,144,Tuesday,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,Usually not busy,19,Usually not too busy,21,Usually not too busy,11,Usually not busy,9,Usually not busy,26,Usually not too busy,56,Usually a little busy,75,Usually as busy as it gets,70,Usually as busy as it gets,49,Usually a little busy,26,Usually not too busy,N/A,N/A,N/A,N/A,N/A,N/A
